WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
13,Indian Wells,BNP Paribas Open,11/03/09,Premier,Outdoor,Hard,1st Round,3,Razzano V.,Rodina E.,40,138,1436,464,6,3,6,4,,,2,0,Completed,1.25,3.75,1.25,3.75,1.286,3.5,1.25,3.5,1.35,3.1
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Chan Y.J.,Ruano Pascual V.,63,111,926,577,6,4,6,1,,,2,0,Completed,1.72,2,1.75,2.05,1.667,2.1,1.8,1.909,1.75,2.04
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Kvitova P.,Parmentier P.,46,76,1291,812,6,3,6,2,,,2,0,Completed,1.36,3,1.35,3.1,1.364,3,1.4,2.75,1.38,2.98
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Domachowska M.,42,101,1371,655,6,1,6,3,,,2,0,Completed,1.16,4.5,1.2,4.25,1.25,3.75,1.2,4,1.23,4
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Yakimova A.,Lepchenko V.,95,120,679,552,6,4,6,1,,,2,0,Completed,1.5,2.5,1.5,2.45,1.5,2.5,1.571,2.25,1.52,2.46
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Gallovits E.,Kirilenko M.,66,37,886,1495,3,6,7,5,7,5,2,1,Completed,2.75,1.4,2.6,1.45,2.625,1.444,2.625,1.444,2.6,1.47
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Dushevina V.,Martic P.,62,201,953,282,6,4,6,3,,,2,0,Completed,1.25,3.75,1.25,3.75,1.286,3.5,1.286,3.25,1.35,3.1
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Llagostera Vives N.,Zahlavova Strycova B..,121,61,545,967,7,6,7,6,,,2,0,Completed,2.1,1.66,2.15,1.65,2.25,1.57,2.25,1.571,2.28,1.6
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Stosur S.,Schiavone F.,41,44,1406,1309,6,1,6,4,,,2,0,Completed,1.8,1.9,1.8,1.95,1.8,1.909,1.8,1.909,1.74,2.05
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Cetkovska P.,Foretz S.,71,104,843,622,6,2,7,5,,,2,0,Completed,1.53,2.37,1.5,2.45,1.533,2.375,1.5,2.5,1.57,2.34
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Wickmayer Y.,Rybarikova M.,73,47,837,1269,6,3,6,2,,,2,0,Completed,2.25,1.57,2.3,1.6,2.25,1.571,2.2,1.615,2.28,1.6
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Mirza S.,Koryttseva M.,87,96,726,679,2,6,6,3,6,2,2,1,Completed,1.25,3.75,1.3,3.35,1.3,3.4,1.3,3.2,1.29,3.5
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Knapp K.,King V.,131,92,488,690,6,2,6,1,,,2,0,Completed,3.4,1.3,3.2,1.32,3.25,1.333,3.25,1.286,3.25,1.33
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Paszek T.,Santangelo M.,68,125,877,535,6,3,6,2,,,2,0,Completed,1.83,1.83,1.8,1.95,1.833,1.833,1.833,1.833,1.97,1.8
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Vinci R.,Morita A.,67,84,883,765,6,3,6,4,,,2,0,Completed,1.66,2.1,1.75,2.05,1.72,2,1.727,2,1.74,2.05
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Barrois K.,Zakopalova K.,83,89,767,705,6,1,6,2,,,2,0,Completed,1.57,2.25,1.65,2.15,1.615,2.2,1.62,2.2,1.66,2.16
13,Indian Wells,BNP Paribas Open,12/03/09,Premier,Outdoor,Hard,1st Round,3,Safarova L.,Oudin M.,48,158,1224,382,6,3,6,1,,,2,0,Completed,1.25,3.75,1.25,3.75,1.3,3.4,1.286,3.25,1.27,3.65
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,1st Round,3,Haynes A.,Tomljanovic A.,151,822,410,21,7,5,6,2,,,2,0,Completed,1.36,3,1.37,2.92,1.4,2.75,1.444,2.625,1.4,2.85
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,1st Round,3,Mattek-Sands B.,Garbin T.,39,57,1452,1020,6,4,6,4,,,2,0,Completed,1.8,1.9,1.75,2.05,1.8,1.909,1.833,1.833,1.82,1.94
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Mauresmo A.,Groenefeld A.L.,20,65,2304,897,5,7,6,3,6,4,2,1,Completed,1.14,5,1.25,3.75,1.222,4,1.222,3.75,1.24,3.9
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Wozniacki C.,Bacsinszky T.,13,100,3200,656,6,1,6,1,,,2,0,Completed,1.07,7.5,1.13,5.8,1.083,7,1.1,6,1.09,7.2
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Peng S.,Govortsova O.,34,58,1566,981,6,3,3,6,6,4,2,1,Completed,1.36,3,1.45,2.65,1.4,2.75,1.4,2.75,1.45,2.7
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Glatch A.,Suarez Navarro C.,136,33,470,1590,6,3,6,1,,,2,0,Completed,3,1.36,3.1,1.35,3,1.364,3.2,1.3,3,1.37
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Peer S.,Bartoli M.,49,12,1201,3346,1,6,6,4,7,5,2,1,Completed,3,1.36,2.6,1.45,2.625,1.444,2.625,1.444,2.6,1.47
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Kanepi K.,Razzano V.,21,40,2300,1436,7,6,1,0,,,1,0,Retired,2.25,1.57,2.15,1.65,2.375,1.533,2.25,1.571,2.18,1.65
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Azarenka V.,Shvedova Y.,11,130,3406,499,4,6,7,5,6,3,2,1,Completed,1.05,9,1.1,6.75,1.083,7,1.1,6,1.1,6.75
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Vaidisova N.,Bondarenko A.,79,30,787,1646,6,3,6,1,,,2,0,Completed,2.1,1.66,1.87,1.87,2.25,1.571,2,1.727,2.18,1.66
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Safina D.,Pironkova T.,2,50,9021,1196,7,6,6,2,,,2,0,Completed,1.06,8,1.1,6.75,1.125,5.5,1.083,6.5,1.08,7.5
13,Indian Wells,BNP Paribas Open,13/03/09,Premier,Outdoor,Hard,2nd Round,3,Vesnina E.,Cirstea S.,56,38,1035,1477,5,7,6,2,6,3,2,1,Completed,1.3,3.4,1.35,3.1,1.4,2.75,1.4,2.75,1.34,3.15
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Li N.,Schnyder P.,45,18,1309,2494,7,5,6,2,,,2,0,Completed,1.4,2.75,1.48,2.53,1.5,2.5,1.5,2.5,1.58,2.32
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Zvonareva V.,Chan Y.J.,6,63,6320,926,6,2,6,2,,,2,0,Completed,1.04,10,1.04,9.25,1.071,7.5,1.04,9,1.05,9.5
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Chakvetadze A.,Makarova E.,24,54,1948,1096,6,3,7,5,,,2,0,Completed,1.66,2.1,1.65,2.15,1.667,2.1,1.571,2.25,1.6,2.28
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Craybas J.,Medina Garrigues A.,102,19,629,2312,7,5,3,6,6,4,2,1,Completed,4,1.22,3.35,1.3,3.5,1.286,2.875,1.364,3.4,1.3
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Kvitova P.,Benesova I.,46,28,1291,1704,6,3,6,1,,,2,0,Completed,1.61,2.2,1.7,2.1,1.72,2,1.727,2,1.78,2
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Radwanska U.,Kuznetsova S.,107,8,610,4953,6,2,4,6,6,3,2,1,Completed,6,1.11,5.5,1.13,4.5,1.167,5,1.143,5,1.16
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Radwanska A.,Stosur S.,10,41,3448,1406,3,6,6,3,7,5,2,1,Completed,1.61,2.2,1.7,2.1,1.615,2.2,1.571,2.25,1.66,2.16
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Knapp K.,Errani S.,131,32,488,1608,6,2,3,2,,,1,0,Retired,3.4,1.3,3.1,1.35,3.25,1.333,2.875,1.364,3.5,1.29
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Szavay A.,Gallovits E.,27,66,1709,886,6,2,6,2,,,2,0,Completed,1.72,2,1.65,2.15,1.615,2.2,1.667,2.1,1.68,2.13
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Llagostera Vives N.,Cibulkova D.,121,16,545,2760,7,6,6,0,,,2,0,Completed,7,1.08,6.75,1.1,6.5,1.1,6.5,1.083,6.75,1.1
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Cetkovska P.,Dementieva E.,71,4,843,7886,7,6,2,6,6,1,2,1,Completed,11,1.03,9.25,1.04,8.5,1.05,9,1.04,12,1.03
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Dushevina V.,Zheng J.,62,17,953,2576,6,2,6,2,,,2,0,Completed,3.5,1.28,3.1,1.35,3.25,1.333,2.875,1.364,3.1,1.35
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Dulko G.,Mattek-Sands B.,36,39,1516,1452,6,1,6,3,,,2,0,Completed,1.66,2.1,1.65,2.15,1.571,2.25,1.615,2.2,1.68,2.14
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Kleybanova A.,Paszek T.,26,68,1750,877,6,3,6,2,,,2,0,Completed,1.36,3,1.35,3.1,1.4,2.75,1.4,2.75,1.35,3.1
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Ivanovic A.,Yakimova A.,7,95,5414,679,6,4,6,3,,,2,0,Completed,1.06,8,1.1,6.75,1.071,7.5,1.04,9,1.07,8.25
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Barrois K.,Cornet A.,83,14,767,3152,6,2,6,2,,,2,0,Completed,5.5,1.12,5.5,1.15,5.5,1.125,4.5,1.17,5.2,1.15
13,Indian Wells,BNP Paribas Open,14/03/09,Premier,Outdoor,Hard,2nd Round,3,Hantuchova D.,Wickmayer Y.,35,73,1522,837,5,7,6,3,7,6,2,1,Completed,1.28,3.75,1.3,3.35,1.25,3.75,1.286,3.25,1.31,3.35
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,2nd Round,3,Bammer S.,Vinci R.,29,67,1649,883,6,2,6,3,,,2,0,Completed,1.53,2.37,1.65,2.15,1.5,2.5,1.533,2.375,1.65,2.18
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,2nd Round,3,Wozniak A.,Safarova L.,31,48,1643,1224,6,3,6,3,,,2,0,Completed,2.37,1.53,2.6,1.45,2.375,1.533,2.375,1.533,2.46,1.52
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,2nd Round,3,Pennetta F.,Mirza S.,15,87,2990,726,6,3,6,4,,,2,0,Completed,1.44,2.75,1.45,2.6,1.444,2.625,1.5,2.5,1.44,2.7
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Jankovic J.,42,3,1371,8400,6,4,6,4,,,2,0,Completed,6.5,1.1,6.75,1.1,6.5,1.1,6,1.1,5.7,1.13
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,2nd Round,3,Haynes A.,Sugiyama A.,151,25,410,1834,6,4,7,5,,,2,0,Completed,3.75,1.25,3.46,1.28,3.75,1.25,3.5,1.25,3.7,1.26
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,3rd Round,3,Wozniacki C.,Kanepi K.,13,21,3200,2300,6,3,3,6,6,3,2,1,Completed,1.36,3,1.3,3.35,1.364,3,1.286,3.25,1.4,2.85
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,3rd Round,3,Zvonareva V.,Kvitova P.,6,46,6320,1291,6,3,6,1,,,2,0,Completed,1.14,5,1.17,4.67,1.167,4.5,1.167,4.5,1.18,4.65
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,3rd Round,3,Craybas J.,Vaidisova N.,102,79,629,787,6,4,6,3,,,2,0,Completed,2.75,1.4,2.8,1.4,2.75,1.4,2.75,1.4,2.85,1.4
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,3rd Round,3,Safina D.,Peng S.,2,34,9021,1566,7,5,6,4,,,2,0,Completed,1.1,6.5,1.13,5.5,1.14,5,1.143,5,1.15,5.2
13,Indian Wells,BNP Paribas Open,15/03/09,Premier,Outdoor,Hard,3rd Round,3,Radwanska U.,Glatch A.,107,136,610,470,6,3,7,6,,,2,0,Completed,1.61,2.2,1.72,2.08,1.615,2.2,1.571,2.25,1.72,2.05
13,Indian Wells,BNP Paribas Open,16/03/09,Premier,Outdoor,Hard,3rd Round,3,Peer S.,Chakvetadze A.,49,24,1201,1948,6,2,6,4,,,2,0,Completed,1.8,1.9,1.87,1.87,1.833,1.833,1.909,1.8,1.82,1.94
13,Indian Wells,BNP Paribas Open,16/03/09,Premier,Outdoor,Hard,3rd Round,3,Azarenka V.,Vesnina E.,11,56,3406,1035,6,3,7,5,,,2,0,Completed,1.16,4.5,1.25,3.75,1.2,4.333,1.222,3.75,1.25,3.8
13,Indian Wells,BNP Paribas Open,16/03/09,Premier,Outdoor,Hard,3rd Round,3,Li N.,Mauresmo A.,45,20,1309,2304,7,5,6,2,,,2,0,Completed,1.83,1.83,1.8,1.95,1.909,1.8,1.833,1.833,1.78,2
13,Indian Wells,BNP Paribas Open,16/03/09,Premier,Outdoor,Hard,3rd Round,3,Radwanska A.,Wozniak A.,10,31,3448,1643,6,1,6,4,,,2,0,Completed,1.25,3.75,1.3,3.35,1.286,3.5,1.25,4,1.3,3.4
13,Indian Wells,BNP Paribas Open,16/03/09,Premier,Outdoor,Hard,3rd Round,3,Szavay A.,Barrois K.,27,83,1709,767,6,3,6,4,,,2,0,Completed,1.8,1.9,1.8,1.95,1.8,1.909,1.8,1.91,1.82,1.94
13,Indian Wells,BNP Paribas Open,16/03/09,Premier,Outdoor,Hard,3rd Round,3,Pennetta F.,Haynes A.,15,151,2990,410,4,6,6,4,6,1,2,1,Completed,1.12,5.5,1.15,5.5,1.167,4.5,1.167,4.5,1.14,5.4
13,Indian Wells,BNP Paribas Open,16/03/09,Premier,Outdoor,Hard,3rd Round,3,Pavlyuchenkova A.,Knapp K.,42,131,1371,488,6,2,6,4,,,2,0,Completed,1.22,4,1.25,3.75,1.3,3.4,1.25,3.5,1.27,3.65
13,Indian Wells,BNP Paribas Open,16/03/09,Premier,Outdoor,Hard,3rd Round,3,Llagostera Vives N.,Kleybanova A.,121,26,545,1750,7,6,6,3,,,2,0,Completed,3.75,1.25,3.35,1.3,3.5,1.286,3.25,1.286,3.6,1.27
13,Indian Wells,BNP Paribas Open,16/03/09,Premier,Outdoor,Hard,3rd Round,3,Ivanovic A.,Dulko G.,7,36,5414,1516,6,3,6,3,,,2,0,Completed,1.2,4.33,1.2,4.25,1.25,3.75,1.2,4,1.23,4
13,Indian Wells,BNP Paribas Open,17/03/09,Premier,Outdoor,Hard,3rd Round,3,Bammer S.,Dushevina V.,29,62,1649,953,6,1,6,3,,,2,0,Completed,2.25,1.57,2.3,1.6,2.1,1.667,2.1,1.667,2.3,1.6
13,Indian Wells,BNP Paribas Open,17/03/09,Premier,Outdoor,Hard,3rd Round,3,Hantuchova D.,Cetkovska P.,35,71,1522,843,7,5,7,5,,,2,0,Completed,1.4,2.75,1.45,2.65,1.444,2.625,1.444,2.625,1.5,2.52
13,Indian Wells,BNP Paribas Open,17/03/09,Premier,Outdoor,Hard,4th Round,3,Wozniacki C.,Radwanska U.,13,107,3200,610,7,5,6,3,,,2,0,Completed,1.16,4.5,1.23,3.89,1.222,4,1.2,4.333,1.19,4.5
13,Indian Wells,BNP Paribas Open,17/03/09,Premier,Outdoor,Hard,4th Round,3,Zvonareva V.,Li N.,6,45,6320,1309,6,4,6,4,,,2,0,Completed,1.28,3.5,1.37,2.92,1.364,3,1.364,2.875,1.34,3.15
13,Indian Wells,BNP Paribas Open,17/03/09,Premier,Outdoor,Hard,4th Round,3,Azarenka V.,Peer S.,11,49,3406,1201,7,5,6,4,,,2,0,Completed,1.22,4,1.3,3.35,1.286,3.5,1.286,3.25,1.3,3.4
13,Indian Wells,BNP Paribas Open,17/03/09,Premier,Outdoor,Hard,4th Round,3,Pavlyuchenkova A.,Llagostera Vives N.,42,121,1371,545,6,3,3,0,,,1,0,Retired,1.36,3,1.42,2.75,1.364,3,1.364,3,1.4,2.88
13,Indian Wells,BNP Paribas Open,17/03/09,Premier,Outdoor,Hard,4th Round,3,Safina D.,Craybas J.,2,102,9021,629,7,5,6,4,,,2,0,Completed,1.06,8,1.1,6.25,1.083,7,1.1,6.5,1.1,6.75
13,Indian Wells,BNP Paribas Open,18/03/09,Premier,Outdoor,Hard,4th Round,3,Radwanska A.,Szavay A.,10,27,3448,1709,6,0,5,7,6,3,2,1,Completed,1.33,3.25,1.35,3,1.333,3.25,1.364,3,1.35,3.1
13,Indian Wells,BNP Paribas Open,18/03/09,Premier,Outdoor,Hard,4th Round,3,Bammer S.,Hantuchova D.,29,35,1649,1522,6,3,6,2,,,2,0,Completed,2.2,1.61,2.23,1.61,2.25,1.571,2.25,1.571,2.3,1.58
13,Indian Wells,BNP Paribas Open,18/03/09,Premier,Outdoor,Hard,4th Round,3,Ivanovic A.,Pennetta F.,7,15,5414,2990,6,4,4,6,6,4,2,1,Completed,1.36,3,1.35,3.1,1.364,3,1.4,2.875,1.38,2.95
13,Indian Wells,BNP Paribas Open,18/03/09,Premier,Outdoor,Hard,Quarterfinals,3,Zvonareva V.,Wozniacki C.,6,13,6320,3200,6,4,6,2,,,2,0,Completed,1.28,3.5,1.37,2.92,1.364,3,1.333,3.25,1.29,3.5
13,Indian Wells,BNP Paribas Open,19/03/09,Premier,Outdoor,Hard,Quarterfinals,3,Azarenka V.,Safina D.,11,2,3406,9021,6,7,6,1,6,3,2,1,Completed,2.25,1.57,2.23,1.61,2.25,1.571,2.25,1.615,2.3,1.6
13,Indian Wells,BNP Paribas Open,19/03/09,Premier,Outdoor,Hard,Quarterfinals,3,Pavlyuchenkova A.,Radwanska A.,42,10,1371,3448,7,6,6,4,,,2,0,Completed,2.62,1.44,2.6,1.45,2.5,1.5,2.6,1.5,2.62,1.47
13,Indian Wells,BNP Paribas Open,19/03/09,Premier,Outdoor,Hard,Quarterfinals,3,Ivanovic A.,Bammer S.,7,29,5414,1649,,,,,,,,,Walkover,1.3,3.5,1.25,3.72,1.286,3.5,1.286,3.5,1.28,3.6
13,Indian Wells,BNP Paribas Open,20/03/09,Premier,Outdoor,Hard,Semifinals,3,Zvonareva V.,Azarenka V.,6,11,6320,3406,6,3,6,3,,,2,0,Completed,1.57,2.37,1.55,2.35,1.571,2.25,1.571,2.375,1.65,2.2
13,Indian Wells,BNP Paribas Open,21/03/09,Premier,Outdoor,Hard,Semifinals,3,Ivanovic A.,Pavlyuchenkova A.,7,42,5414,1371,6,2,6,3,,,2,0,Completed,1.33,3.4,1.32,3.22,1.3,3.4,1.25,3.5,1.33,3.2
13,Indian Wells,BNP Paribas Open,22/03/09,Premier,Outdoor,Hard,The Final,3,Zvonareva V.,Ivanovic A.,6,7,6320,5414,7,6,6,2,,,2,0,Completed,1.57,2.37,1.67,2.17,1.667,2.1,1.615,2.25,1.63,2.25
